           1    -3.38506    -3.38506           0
           2    -3.38571    -3.38539 0.000229932
           3    -3.38592    -3.38556 0.000210836
           4    -3.38499    -3.38542 0.000200717
           5    -3.38662    -3.38566 0.000267715
           6    -3.38439    -3.38545 0.000294817
           7    -3.38636    -3.38558 0.000280131
           8    -3.38659    -3.38571 0.000272158
           9     -3.3854    -3.38567 0.000244089
          10     -3.3853    -3.38564 0.000222487
          11    -3.38666    -3.38573 0.000221038
          12    -3.38702    -3.38584  0.00022738
          13     -3.3857    -3.38583 0.000210144
          14    -3.38497    -3.38577 0.000203756
          15    -3.38418    -3.38566 0.000215827
          16    -3.38594    -3.38568 0.000203071
          17    -3.38582    -3.38569 0.000191303
          18    -3.38732    -3.38578 0.000201154
          19    -3.38724    -3.38585 0.000204751
          20    -3.38643    -3.38588 0.000196511
          21     -3.3849    -3.38584 0.000192639
          22    -3.38584    -3.38584 0.000183882
          23     -3.3842    -3.38577 0.000189146
          24    -3.38401    -3.38569 0.000194819
          25    -3.38557    -3.38569  0.00018709
          26    -3.38572    -3.38569 0.000179898
          27    -3.38323     -3.3856 0.000194932
          28    -3.38624    -3.38562 0.000189313
          29    -3.38423    -3.38557 0.000188745
          30     -3.3855    -3.38557 0.000182469
          31    -3.38313    -3.38549 0.000192753
          32     -3.3846    -3.38546 0.000188718
          33    -3.38473    -3.38544 0.000184292
          34     -3.3852    -3.38543 0.000179004
          35    -3.38689    -3.38548 0.000178628
          36    -3.38487    -3.38546 0.000174458
          37    -3.38383    -3.38542 0.000175182
          38    -3.38398    -3.38538 0.000174617
          39    -3.38716    -3.38542 0.000176035
          40     -3.3871    -3.38546 0.000176532
