           1   -0.397542   -0.397542           0
           2   -0.418486   -0.408014  0.00740478
           3   -0.386761   -0.400929  0.00760434
           4   -0.371663   -0.393613  0.00852501
           5   -0.388834   -0.392657  0.00687339
           6   -0.404003   -0.394548   0.0059823
           7   -0.431749   -0.399863  0.00710646
           8   -0.393782   -0.399103  0.00625866
           9   -0.387566   -0.397821  0.00569301
          10   -0.338256   -0.391864  0.00762782
          11    -0.34699   -0.387785  0.00795078
          12    -0.33869   -0.383694  0.00827412
          13   -0.411918   -0.385865  0.00791737
          14   -0.370255    -0.38475  0.00742993
          15   -0.367975   -0.383631  0.00701826
          16    -0.33802   -0.380781  0.00713512
          17   -0.360276   -0.379575  0.00681659
          18   -0.354258   -0.378168  0.00658139
          19    -0.36406   -0.377426  0.00627675
          20   -0.364336   -0.376771  0.00599694
          21    -0.41718   -0.378695  0.00601216
          22   -0.358367   -0.377771  0.00580945
          23   -0.361621   -0.377069  0.00559914
          24   -0.350762   -0.375973  0.00547208
          25   -0.400511   -0.376955   0.0053405
          26   -0.389837    -0.37745  0.00515803
          27   -0.417368   -0.378928  0.00517454
          28   -0.415242   -0.380225  0.00514969
          29    -0.40307   -0.381013  0.00503201
          30   -0.388342   -0.381257   0.0048702
          31     -0.3789   -0.381181  0.00471369
          32   -0.408664    -0.38204  0.00464397
          33   -0.401925   -0.382643  0.00454217
          34   -0.394872   -0.383002  0.00442279
          35   -0.430977   -0.384373  0.00450382
          36   -0.400849   -0.384831  0.00440191
          37   -0.383344   -0.384791  0.00428312
          38   -0.355286   -0.384014   0.0042402
          39   -0.374253   -0.383764  0.00413886
          40   -0.362615   -0.383235  0.00406902
