           1   0.0508445   0.0508445           0
           2    0.049454   0.0501493 0.000491643
           3   0.0493431   0.0498805 0.000394417
           4   0.0483749   0.0495041 0.000440197
           5   0.0496834     0.04954 0.000353615
           6   0.0492816   0.0494969 0.000297289
           7     0.04839   0.0493388 0.000293883
           8   0.0503195   0.0494614  0.00028156
           9   0.0504345   0.0495695 0.000270239
          10   0.0513001   0.0497426 0.000293443
          11   0.0519301   0.0499414 0.000327285
          12   0.0532887   0.0502204 0.000401657
          13    0.049002   0.0501266 0.000381537
          14   0.0488043   0.0500322 0.000365789
          15   0.0472718   0.0498482 0.000384922
          16   0.0527008   0.0500265  0.00040003
          17    0.049884   0.0500181 0.000376587
          18    0.050059   0.0500203 0.000355672
          19   0.0508563   0.0500643 0.000339663
          20   0.0485557   0.0499889  0.00033095
          21     0.04848   0.0499171 0.000322896
          22    0.052154   0.0500187 0.000323833
          23   0.0526087   0.0501313 0.000328749
          24   0.0508107   0.0501597 0.000316267
          25   0.0490671   0.0501159 0.000306621
          26   0.0503005    0.050123  0.00029491
          27   0.0513532   0.0501686 0.000287486
          28   0.0477877   0.0500836  0.00028952
          29   0.0497315   0.0500714 0.000279791
          30   0.0501171    0.050073 0.000270469
          31   0.0492981    0.050048 0.000262897
          32   0.0488784   0.0500114 0.000257209
          33    0.048898   0.0499777 0.000251618
          34   0.0481774   0.0499247 0.000249727
          35    0.050921   0.0499532 0.000244209
          36   0.0503463   0.0499641 0.000237669
          37   0.0491454    0.049942 0.000232273
          38   0.0512365    0.049976 0.000228646
          39   0.0498649   0.0499732 0.000222801
          40   0.0489417   0.0499474 0.000218718
