           1   0.0426754   0.0426754           0
           2   0.0506691   0.0466723  0.00282619
           3   0.0404355   0.0445934  0.00253598
           4   0.0419518    0.043933  0.00198611
           5   0.0493853   0.0450234  0.00186436
           6     0.04333   0.0447412  0.00157485
           7   0.0423525      0.0444  0.00138635
           8   0.0484189   0.0449023   0.0013009
           9   0.0472344   0.0451615  0.00118188
          10   0.0422104   0.0448663  0.00109992
          11   0.0472367   0.0450818  0.00102082
          12   0.0544215   0.0458601  0.00119621
          13     0.05057   0.0462224  0.00115775
          14   0.0438961   0.0460563  0.00108692
          15    0.034639   0.0452951  0.00125294
          16   0.0467613   0.0453868  0.00117797
          17   0.0503829   0.0456806  0.00114475
          18   0.0462636    0.045713  0.00108162
          19   0.0468937   0.0457752  0.00102647
          20   0.0420112    0.045587  0.00099225
          21   0.0381202   0.0452314  0.00100669
          22   0.0507439    0.045482 0.000991626
          23   0.0365572   0.0450939  0.00102162
          24   0.0454643   0.0451094 0.000979164
          25   0.0461901   0.0451526 0.000940952
          26   0.0497508   0.0453295 0.000921231
          27   0.0412333   0.0451778 0.000899517
          28   0.0436779   0.0451242 0.000868985
          29      0.0456   0.0451406 0.000839174
          30    0.069351   0.0459476  0.00113473
          31   0.0400217   0.0457565  0.00111411
          32   0.0371469   0.0454874  0.00111131
          33   0.0493354    0.045604  0.00108373
          34   0.0488504   0.0456995  0.00105605
          35   0.0415835   0.0455819  0.00103241
          36   0.0362845   0.0453236  0.00103553
          37    0.042708   0.0452529  0.00100995
          38   0.0525855   0.0454459  0.00100164
          39   0.0618254   0.0458659  0.00106036
          40   0.0394725   0.0457061  0.00104582
          41   0.0443543   0.0456731  0.00102084
          42   0.0504489   0.0457868  0.00100284
          43   0.0421433   0.0457021 0.000983095
          44   0.0384573   0.0455374 0.000974443
          45   0.0388067   0.0453878   0.0009642
          46   0.0361655   0.0451873 0.000963857
          47     0.04808   0.0452489 0.000945312
          48   0.0368101   0.0450731 0.000941824
          49   0.0384182   0.0449373 0.000932344
          50   0.0452407   0.0449433 0.000913717
          51   0.0411063   0.0448681 0.000898893
          52   0.0425133   0.0448228 0.000882747
          53   0.0444495   0.0448158 0.000866119
          54   0.0554532   0.0450128 0.000872194
          55   0.0371364   0.0448696 0.000868013
          56    0.046894   0.0449057 0.000853265
          57   0.0474698   0.0449507 0.000839481
          58   0.0409729   0.0448821 0.000827803
          59   0.0415902   0.0448263 0.000815651
          60   0.0449953   0.0448291 0.000802062
          61    0.043973   0.0448151 0.000789036
          62   0.0409336   0.0447525 0.000778789
          63   0.0369197   0.0446282 0.000776288
          64   0.0420011   0.0445871 0.000765243
          65   0.0492086   0.0446582 0.000756766
          66   0.0442752   0.0446524 0.000745322
          67   0.0473844   0.0446932 0.000735313
          68   0.0565284   0.0448672 0.000744813
          69   0.0421993   0.0448286 0.000735021
          70   0.0390677   0.0447463 0.000729114
          71   0.0406014   0.0446879 0.000721178
          72    0.055168   0.0448334 0.000725702
          73   0.0479493   0.0448761 0.000717015
          74    0.050097   0.0449467 0.000710788
          75   0.0394731   0.0448737 0.000705048
          76   0.0398665   0.0448078 0.000698843
          77   0.0379341   0.0447186 0.000695445
          78    0.045119   0.0447237 0.000686548
          79   0.0492575   0.0447811 0.000680252
          80   0.0436555    0.044767 0.000671894
          81   0.0457284   0.0447789 0.000663704
          82   0.0408855   0.0447314 0.000657306
          83   0.0517066   0.0448154 0.000654737
          84   0.0491496    0.044867 0.000648972
          85   0.0362408   0.0447655 0.000649224
          86   0.0407359   0.0447187 0.000643363
          87   0.0498011   0.0447771 0.000638615
          88   0.0521847   0.0448613 0.000636882
          89   0.0497206   0.0449159 0.000632062
          90   0.0568069    0.045048 0.000638699
          91   0.0414026   0.0450079 0.000632935
          92    0.038345   0.0449355 0.000630185
          93   0.0344339   0.0448226 0.000633445
          94   0.0428442   0.0448016 0.000627056
          95   0.0425308   0.0447777 0.000620911
          96   0.0412033   0.0447404 0.000615558
          97   0.0426562   0.0447189 0.000609587
          98    0.042006   0.0446912 0.000603995
          99    0.046144   0.0447059 0.000598072
         100   0.0486469   0.0447453 0.000593389
