0           0           0
0.0129266           0           0
0.0258532           0           0
0.0387798           0           0
0.0517064           0           0
0.064633           0           0
0.0775596           0           0
0.0904863           0           0
0.103413           0           0
0.116339           0           0
0.129266           0           0
0.142193           0           0
0.155119           0           0
0.168046           0           0
0.180973           0           0
0.193899           0           0
0.206826           0           0
0.219752           0           0
0.232679           0           0
0.245606           0           0
0.258532           0           0
0.271459           0           0
0.284385           0           0
0.297312           0           0
0.310239           0           0
0.323165           0           0
0.336092           0           0
0.349018           0           0
0.361945           0           0
0.374872           0           0
0.387798           0           0
0.400725           0           0
0.413651           0           0
0.426578           0           0
0.439505           0           0
0.452431           0           0
0.465358           0           0
0.478285           0           0
0.491211           0           0
0.504138           0           0
0.517064           0           0
0.529991           0           0
0.542918           0           0
0.555844           0           0
0.568771           0           0
0.581697           0           0
0.594624           0           0
0.607551           0           0
0.620477           0           0
0.633404           0           0
0.64633           0           0
0.659257           0           0
0.672184           0           0
0.68511           0           0
0.698037           0           0
0.710963           0           0
0.72389           0           0
0.736817           0           0
0.749743           0           0
0.76267           0           0
0.775596           0           0
0.788523           0           0
0.80145           0           0
0.814376           0           0
0.827303           0           0
0.84023           0           0
0.853156           0           0
0.866083           0           0
0.879009           0           0
0.891936           0           0
0.904863           0           0
0.917789   0.0533806   0.0375547
0.930716    0.129796   0.0568616
0.943642    0.151545   0.0602855
0.956569    0.393345    0.103183
0.969496     0.33512   0.0901443
0.982422    0.582886    0.116577
0.995349     1.24947    0.162654
1.00828     1.43927    0.221146
1.0212      1.3817    0.215934
1.03413     1.55814     0.20868
1.04706     1.52014    0.186088
1.05998     1.58375    0.159402
1.07291     2.11358    0.205687
1.08584     2.10207    0.204162
1.09876     1.95986    0.195629
1.11169     1.75068    0.155346
1.12461     2.01386     0.17669
1.13754     2.19509    0.197504
1.15047     1.70342    0.167741
1.16339     1.51605    0.153633
1.17632      2.1024     0.20886
1.18925     1.69041    0.172354
1.20217     1.91978    0.173058
1.2151      1.4821    0.151172
1.22803      1.6906    0.162859
1.24095       1.392    0.146341
1.25388     1.53583    0.140243
1.26681     1.56106    0.165916
1.27973     1.73657    0.155016
1.29266     1.56709    0.153275
1.30559     1.53637    0.134068
1.31851     1.29874    0.129216
1.33144     1.46483    0.131023
1.34437       1.262    0.111611
1.35729     1.28722    0.135391
1.37022     1.33534    0.121985
1.38315     1.36965    0.123004
1.39607     1.52997    0.125335
1.409     1.28594    0.116251
1.42193     1.22924    0.109469
1.43485     1.26217    0.119188
1.44778     1.33686    0.113767
1.46071     1.16512    0.116127
1.47363     1.23853    0.122608
1.48656     1.48311    0.138969
1.49949     1.19637    0.117569
1.51241     1.33422    0.112707
1.52534     1.11746   0.0950617
1.53827     1.07972    0.105771
1.55119     1.12766    0.097237
1.56412     1.17387    0.100788
1.57705      1.1366    0.111457
1.58997     1.14511    0.107955
1.6029     1.02995     0.10014
1.61583    0.961625    0.092879
1.62875     1.22787    0.102351
1.64168    0.906512   0.0959472
1.65461     1.14036    0.103585
1.66753     1.02518   0.0915134
1.68046     1.07363   0.0876357
1.69339    0.994236   0.0773947
1.70631    0.870476   0.0836061
1.71924     1.15607   0.0932898
1.73217     1.16912    0.098476
1.74509     1.07017   0.0879465
1.75802    0.973996    0.102015
1.77095     1.13309   0.0990601
1.78387     1.03854   0.0917878
1.7968     1.16394   0.0909146
1.80973    0.905502   0.0796309
1.82265     1.06994   0.0883813
1.83558     1.06169    0.087628
1.8485     1.03369   0.0811928
1.86143    0.914878    0.085128
1.87436     1.01836   0.0761961
1.88728     1.04265   0.0835655
1.90021     0.87177   0.0666455
1.91314    0.934319   0.0711737
1.92606    0.958492   0.0752755
1.93899     1.13255   0.0771947
1.95192    0.986856   0.0718078
1.96484    0.968089   0.0788382
1.97777    0.967099   0.0754629
1.9907      1.0518   0.0688069
2.00362     1.00445   0.0767552
2.01655     0.94709   0.0669565
2.02948    0.962605    0.075548
2.0424     1.06999   0.0696737
2.05533     1.01371   0.0714709
2.06826     1.07527   0.0700025
2.08118    0.920744    0.073655
2.09411     1.12131   0.0752784
2.10704     1.06169   0.0819775
2.11996     1.00344   0.0696693
2.13289     1.03121   0.0766723
2.14582     1.10253   0.0785656
2.15874       1.104   0.0731083
2.17167     1.03326   0.0680938
2.1846     1.06385   0.0752056
2.19752     1.14059   0.0700518
2.21045     1.04382   0.0623374
2.22338     1.01341   0.0652725
2.2363     1.11508   0.0752504
2.24923     1.12026   0.0749554
2.26216     1.02779   0.0474892
2.27508     1.08188   0.0711066
2.28801     1.03508   0.0633446
2.30094    0.942145   0.0672314
2.31386    0.880858   0.0603965
2.32679     1.13916   0.0660402
2.33972      1.1225   0.0689832
2.35264     1.08156   0.0586704
2.36557    0.996861   0.0559666
2.3785    0.994101   0.0579568
2.39142    0.975481    0.060551
2.40435    0.992509   0.0586009
2.41728     1.09451   0.0811475
2.4302     1.10596   0.0630128
2.44313     1.06393   0.0576638
2.45606     1.00391    0.056064
2.46898     1.04554   0.0602273
2.48191     1.03839    0.060444
2.49484     1.06048   0.0569994
2.50776     1.01354   0.0614541
2.52069    0.963922   0.0561621
2.53362     1.10962   0.0703225
2.54654     1.00397   0.0612299
2.55947     1.09084   0.0593462
2.5724     1.04908   0.0655249
2.58532      0.9436   0.0593966
2.59825    0.967864   0.0506139
2.61117     1.01157   0.0577159
2.6241     1.10709    0.066646
2.63703    0.998405   0.0569524
2.64995      1.0081   0.0530186
2.66288     1.05596   0.0533311
2.67581    0.950729   0.0576839
2.68873    0.941631    0.055002
2.70166    0.991732   0.0538827
2.71459    0.973094   0.0571883
2.72751     1.04627   0.0548851
2.74044     1.00019   0.0626369
2.75337     1.05071   0.0555558
2.76629    0.907483   0.0580745
2.77922     1.04893   0.0536849
2.79215     1.00433   0.0573889
2.80507     1.04415   0.0506739
2.818    0.988883   0.0569324
2.83093     1.02237   0.0559063
2.84385    0.912091   0.0517596
2.85678    0.978965   0.0502321
2.86971     1.00602   0.0485162
2.88263    0.972449   0.0537025
2.89556    0.988171   0.0503745
2.90849     1.02504   0.0509389
2.92141     1.03197   0.0621498
2.93434    0.959645   0.0507631
2.94727     1.00614   0.0524484
2.96019    0.885998   0.0443667
2.97312     1.04526   0.0550281
