1	31.0814	33.6176
2	26.4257	30.3194
3	22.9433	26.9166
4	15.4722	20.6238
5	14.1967	15.5047
6	12.161	12.6991
7	11.3005	11.6187
8	10.7104	10.9138
9	9.60318	10.0547
10	9.0411	9.52566
11	8.65795	8.93684
12	8.17456	8.65681
13	8.17456	8.17853
14	7.48863	7.50191
15	6.93955	7.17511
16	6.72147	6.76871
17	6.48386	6.55867
18	6.33691	6.33691
19	6.30304	6.30304
20	6.22463	6.3029
21	6.17287	6.2255
22	6.15051	6.21944
23	5.88907	6.16599
24	6.15051	6.15051
25	6.15051	6.15051
26	6.06419	6.06851
27	5.75149	6.02822
28	5.75149	5.77718
29	5.7296	5.75145
30	5.55224	5.62833
31	5.33519	5.54886
32	5.3133	5.33515
33	5.1861	5.31234
34	5.01453	5.18474
35	5.01453	5.01453
36	4.99198	4.99198
37	4.6701	4.99142
38	4.6701	4.81508
39	4.5432	4.63865
40	4.34149	4.34149
41	4.18558	4.21313
42	3.88279	4.06959
43	3.88279	3.88279
44	3.84265	3.84265
45	3.84265	3.84265
46	3.81505	3.81505
47	3.81505	3.81505
48	3.81505	3.81505
49	3.81505	3.81505
50	3.81505	3.81505
51	3.81505	3.81505
52	3.81505	3.81505
53	3.81505	3.81505
54	3.81505	3.81505
55	3.81505	3.81505
56	3.81505	3.81505
57	3.81505	3.81505
58	3.81505	3.81505
59	3.81505	3.81505
60	3.81505	3.81505
61	3.81505	3.81505
62	3.81505	3.81505
63	3.81505	3.81505
64	3.81505	3.81505
65	3.81505	3.81505
66	3.81505	3.81505
67	3.81505	3.81505
68	3.81505	3.81505
69	3.81505	3.81505
70	3.81505	3.81505
71	3.81505	3.81505
72	3.81505	3.81505
73	3.81505	3.81505
74	3.81505	3.81505
75	3.81505	3.81505
76	3.81505	3.81505
77	3.81505	3.81505
78	3.81505	3.81505
79	3.81505	3.81505
80	3.81505	3.81505
81	3.81505	3.81505
82	3.81505	3.81505
83	3.81505	3.81505
84	3.81505	3.81505
85	3.81505	3.81505
86	3.81505	3.81505
87	3.81505	3.81505
88	3.81505	3.81505
89	3.81505	3.81505
90	3.81505	3.81505
91	3.81505	3.81505
92	3.81505	3.81505
93	3.81505	3.81505
94	3.81505	3.81505
95	3.81505	3.81505
96	3.81505	3.81505
97	3.81505	3.81505
98	3.81505	3.81505
99	3.81505	3.81505
100	3.81505	3.81505
